yard_id,yard_name,region,zone_id,row_id,slot_id,zone_type,distance_to_gate_meters,distance_to_office_meters,distance_to_loading_area_meters,capacity,current_occupancy,occupancy_rate,congestion_score,accessibility_score,equipment_required,surface_type,indoor_flag,active_flag
YARD_DAL_01,Dallas North Yard,Texas,B,B05,B05-022,standard,349,310,356,1,1,1.00,53,56,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF05,OF05-023,overflow,1769,1849,1976,1,1,1.00,74,32,forklift,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV05,HV05-024,heavy_vehicle,1034,1069,1071,1,0,0.00,63,49,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR05,NR05-025,non_running,554,420,662,1,0,0.00,78,43,forklift,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH06,LTH06-001,long_term_hold,805,687,975,1,1,1.00,58,52,loader,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA06,FA06-002,fast_access,171,124,369,1,1,1.00,19,95,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A06,A06-003,standard,234,271,55,1,1,1.00,50,71,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B06,B06-004,standard,281,195,131,1,1,1.00,70,75,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF06,OF06-005,overflow,1817,1886,1912,1,1,1.00,68,39,forklift,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV06,HV06-006,heavy_vehicle,712,863,762,1,1,1.00,48,61,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR06,NR06-007,non_running,593,647,700,1,1,1.00,59,42,forklift,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH06,LTH06-008,long_term_hold,813,976,856,1,1,1.00,56,44,loader,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA06,FA06-009,fast_access,114,77,186,1,1,1.00,37,82,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A06,A06-010,standard,549,648,731,1,1,1.00,29,85,none,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B06,B06-011,standard,579,610,488,1,1,1.00,55,56,none,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF06,OF06-012,overflow,988,1149,821,1,1,1.00,82,22,forklift,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV06,HV06-013,heavy_vehicle,790,803,986,1,1,1.00,43,36,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR06,NR06-014,non_running,1051,960,863,1,1,1.00,69,65,forklift,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH06,LTH06-015,long_term_hold,737,679,538,1,1,1.00,43,31,loader,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA06,FA06-016,fast_access,141,312,20,1,1,1.00,44,97,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A06,A06-017,standard,519,582,503,1,1,1.00,42,58,none,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B06,B06-018,standard,575,669,543,1,1,1.00,46,60,none,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF06,OF06-019,overflow,1019,951,1078,1,1,1.00,87,17,forklift,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV06,HV06-020,heavy_vehicle,785,843,650,1,1,1.00,53,44,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR06,NR06-021,non_running,393,262,211,1,1,1.00,62,62,forklift,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH06,LTH06-022,long_term_hold,1225,1376,1352,1,1,1.00,35,55,loader,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA06,FA06-023,fast_access,57,187,20,1,1,1.00,25,93,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A06,A06-024,standard,560,470,611,1,1,1.00,53,79,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B06,B06-025,standard,465,400,500,1,1,1.00,40,85,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF07,OF07-001,overflow,1091,1159,980,1,1,1.00,76,39,forklift,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV07,HV07-002,heavy_vehicle,952,829,963,1,1,1.00,47,38,heavy_tow,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR07,NR07-003,non_running,439,312,500,1,1,1.00,83,55,forklift,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH07,LTH07-004,long_term_hold,1571,1737,1440,1,0,0.00,35,47,loader,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA07,FA07-005,fast_access,71,163,20,1,1,1.00,22,86,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A07,A07-006,standard,744,617,682,1,0,0.00,33,74,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B07,B07-007,standard,670,804,487,1,1,1.00,58,68,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF07,OF07-008,overflow,1001,1017,846,1,1,1.00,88,29,forklift,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV07,HV07-009,heavy_vehicle,1105,1011,1106,1,0,0.00,72,40,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR07,NR07-010,non_running,477,399,422,1,1,1.00,73,44,forklift,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH07,LTH07-011,long_term_hold,1231,1171,1336,1,1,1.00,43,52,loader,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA07,FA07-012,fast_access,117,43,200,1,1,1.00,44,84,none,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A07,A07-013,standard,525,379,346,1,1,1.00,61,56,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B07,B07-014,standard,451,504,547,1,1,1.00,66,61,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF07,OF07-015,overflow,1443,1490,1375,1,1,1.00,79,30,forklift,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV07,HV07-016,heavy_vehicle,611,555,565,1,1,1.00,63,48,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR07,NR07-017,non_running,1085,991,1254,1,0,0.00,60,57,forklift,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH07,LTH07-018,long_term_hold,1026,1096,932,1,1,1.00,40,39,loader,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA07,FA07-019,fast_access,138,59,334,1,0,0.00,36,89,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A07,A07-020,standard,343,340,377,1,1,1.00,56,71,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B07,B07-021,standard,697,835,657,1,1,1.00,54,85,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF07,OF07-022,overflow,1813,1708,1813,1,1,1.00,78,32,forklift,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV07,HV07-023,heavy_vehicle,824,690,895,1,1,1.00,60,46,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR07,NR07-024,non_running,645,766,568,1,1,1.00,44,59,forklift,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH07,LTH07-025,long_term_hold,1325,1366,1296,1,0,0.00,32,29,loader,dirt,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA08,FA08-001,fast_access,133,178,169,1,1,1.00,19,88,none,paved,1,1
YARD_DAL_01,Dallas North Yard,Texas,A,A08,A08-002,standard,665,768,516,1,1,1.00,58,69,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B08,B08-003,standard,346,339,429,1,1,1.00,50,74,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF08,OF08-004,overflow,1853,1701,1821,1,1,1.00,96,24,forklift,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV08,HV08-005,heavy_vehicle,876,1038,669,1,0,0.00,72,44,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR08,NR08-006,non_running,1021,1159,1046,1,1,1.00,77,49,forklift,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH08,LTH08-007,long_term_hold,1334,1298,1130,1,0,0.00,49,29,loader,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA08,FA08-008,fast_access,88,20,79,1,1,1.00,11,96,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A08,A08-009,standard,662,608,729,1,1,1.00,28,77,none,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B08,B08-010,standard,718,793,770,1,0,0.00,49,65,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF08,OF08-011,overflow,1391,1373,1456,1,0,0.00,90,21,forklift,paved,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV08,HV08-012,heavy_vehicle,754,844,696,1,1,1.00,53,57,heavy_tow,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,NR,NR08,NR08-013,non_running,1088,1206,1062,1,1,1.00,57,53,forklift,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,LTH,LTH08,LTH08-014,long_term_hold,1053,933,1010,1,1,1.00,34,34,loader,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,FA,FA08,FA08-015,fast_access,162,140,229,1,1,1.00,23,88,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,A,A08,A08-016,standard,425,536,320,1,1,1.00,40,56,none,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,B,B08,B08-017,standard,603,513,385,1,1,1.00,46,77,none,mixed,0,1
YARD_DAL_01,Dallas North Yard,Texas,OF,OF08,OF08-018,overflow,1173,1256,1197,1,1,1.00,86,35,forklift,gravel,0,1
YARD_DAL_01,Dallas North Yard,Texas,HV,HV08,HV08-019,heavy_vehicle,744,629,857,1,1,1.00,55,44,heavy_tow,gravel,0,1
